"","Bandnumb","BQI_A","season","lat","lon"
"108",49021,0.196994793895948,"1516",-77.451173,169.22894
"109",49184,0.0487228204904049,"1415",-77.453343,169.228435
"110",49188,0.463087194745429,"1415",-77.459598,169.230072
"111",49234,-0.0731608830363873,"1617",-77.453073,169.230375
"112",49268,-0.245726017512855,"1516",-77.452161,169.227253
"113",49279,-0.0267487569342476,"1516",-77.45302,169.236079
"114",49330,-0.0179125116772226,"1718",-77.456224,169.225865
"115",49336,0.141959908389074,"1415",-77.453673,169.229231
"116",49389,0.139225044655986,"1617",-77.45269,169.229689
"117",49415,0.129816189810296,"1617",-77.452841,169.234761
"118",49420,-0.082997177566236,"1617",-77.453001,169.231814
"119",49455,-0.0578886861780579,"1718",-77.454645,169.236741
"120",49468,0.423450372838947,"1415",-77.45911,169.23271
"121",49528,0.142111313821942,"1718",-77.453172,169.232052
"122",49575,0.189504383041708,"1516",-77.452955,169.231415
"123",49631,0.284302618663121,"1516",-77.455547,169.241048
"124",49670,-0.175731374514798,"1617",-77.453117,169.23297
"125",49768,-0.300115532621095,"1617",-77.453389,169.239106
"126",49779,-0.0369466260404823,"1718",-77.452605,169.235477
"127",49842,-0.20578461281757,"1718",-77.452622,169.23198
"128",49869,0.117617667364197,"1718",-77.453095,169.234348
"129",49877,0.284801127619632,"1415",-77.452948,169.232762
"130",49972,-0.075274472579732,"1415",-77.452892,169.236594
"131",49990,0.0236156466724971,"1718",-77.451764,169.228803
"132",50028,0.0930234327468951,"1516",-77.453976,169.239184
"133",50030,0.117617667364197,"1718",-77.452807,169.230686
"134",50171,0.00650655625308544,"1718",-77.452956,169.233571
"135",50198,0.212816182359246,"1516",-77.453372,169.235121
"136",50223,-0.0374403108592186,"1617",-77.453037,169.23465
"137",50229,-0.087308416130274,"1718",-77.452715,169.23123
"138",50292,-0.0351860741590271,"1718",-77.454502,169.230776
"139",50395,0.117617667364197,"1718",-77.452615,169.229558
"140",50406,0.088891726770736,"1617",-77.453202,169.219071
"141",50416,0.228728778475308,"1718",-77.453074,169.229616
"142",50538,0.0875596891407814,"1617",-77.453497,169.22006
"143",50625,0.0236156466724971,"1718",-77.453017,169.23086
"144",50696,0.243317197870829,"1617",-77.451943,169.230308
"145",50761,0.339839889586419,"1718",-77.452758,169.230224
"146",50774,-0.0155637917291968,"1617",-77.452732,169.232911
"147",50914,0.250639021512392,"1718",-77.452361,169.235375
"148",50945,0.0714736297300544,"1718",-77.452183,169.23338
"149",50976,0.191303673155198,"1718",-77.453011,169.236318
"150",50992,0.426630304469232,"1617",-77.45277,169.234229
"151",50995,0.207983411738264,"1718",-77.452916,169.235643
"152",50998,-0.133408603187418,"1718",-77.452875,169.236481
"153",51001,0.0160011149238046,"1617",-77.453062,169.236179
"154",51053,-0.0371677797832676,"1718",-77.452651,169.23603
"155",51055,0.207983411738264,"1718",-77.45252,169.232101
"156",51069,0.190028200663398,"1617",-77.453012,169.23382
"157",51089,0.209882281447823,"1617",-77.453586,169.237673
"158",51165,-0.0288812857006591,"1516",-77.45412,169.239426
"159",51213,0.220185775849779,"1718",-77.452969,169.231452
"160",51234,0.162233906975281,"1617",-77.4531,169.229876
"161",51242,-0.149965415671752,"1718",-77.45288,169.231416
"162",51316,0.122347916030349,"1718",-77.456403,169.237461
"163",51491,0.127268933043802,"1718",-77.45259,169.229321
"164",51548,0.4504626415244,"1718",-77.460573,169.228451
"165",51583,0.404195995177007,"1415",-77.452512,169.232221
"166",51598,0.212832220216732,"1718",-77.45276,169.232939
"167",62018,0.315016505558228,"1617",-77.452358,169.229814
"168",62029,0.352739424304965,"1617",-77.452342,169.235529
"169",62043,0.264673652897966,"1617",-77.452626,169.234212
"170",62113,-0.0298142241502209,"1718",-77.452373,169.23465
"171",62153,0.191303673155198,"1718",-77.45444,169.241751
"172",62204,-0.1135549230132,"1617",-77.452644,169.236054
"173",62220,0.00333386159732722,"1718",-77.45247,169.234127
"174",62339,0.361839701547239,"1617",-77.455677,169.222908
"175",64232,0.0437340467269624,"1718",-77.460428,169.232273
"176",64815,0.335822395197107,"1718",-77.458328,169.236718
"177",69286,-0.0818513972142517,"1718",-77.452845,169.230218
"178",69555,0.135625512806353,"1718",-77.452131,169.231397
"179",69828,-0.0625026462155591,"1718",-77.45271,169.233733
"180",70147,-0.0875929883920785,"1718",-77.455434,169.24214
"181",70333,-0.017184651979483,"1718",-77.453145,169.234282
"182",70545,0.182815348020517,"1718",-77.452015,169.231368
