"","Bandnumb","BQI_A","season","lat","lon"
"74",46404,-0.178379957481668,"1617",-77.45264,169.233466
"75",46408,-0.188481600803635,"1718",-77.4528,169.234272
"76",46435,-0.11132021144045,"1617",-77.454419,169.236278
"77",46449,0.0249942598894609,"1415",-77.45291,169.236254
"78",46478,-0.00390160765162476,"1718",-77.452823,169.234506
"79",46514,0.188533958316863,"1617",-77.452644,169.233915
"80",46536,-0.114069227883816,"1516",-77.452924,169.235772
"81",46555,0.280882266844958,"1718",-77.452691,169.233154
"82",46581,0.223151511538562,"1516",-77.452702,169.231486
"83",46599,0.0379796854494243,"1718",-77.452771,169.234563
"84",46604,0.094794542891794,"1516",-77.454081,169.238218
"85",46639,0.137432915999037,"1516",-77.451176,169.223224
"86",46640,0.151235735844785,"1617",-77.453239,169.228703
"87",46641,-0.123553942593322,"1718",-77.453572,169.22862
"88",46645,-0.120242345919566,"1617",-77.454908,169.239958
"89",46678,-0.0524510664883753,"1718",-77.452917,169.232261
"90",46680,0.0499599664059649,"1617",-77.452921,169.231585
"91",46715,-0.235810242129596,"1415",-77.453271,169.22927
"92",46746,-0.129720019116571,"1718",-77.455367,169.228012
"93",46777,0.239349422368571,"1718",-77.452307,169.229707
"94",46792,0.00593040726630353,"1415",-77.453374,169.237017
"95",46813,-0.331922825764119,"1617",-77.452524,169.235055
"96",46821,-0.276718538882554,"1617",-77.453166,169.234997
"97",46856,-0.202927489247572,"1617",-77.453771,169.236609
"98",46872,-0.0961080420801289,"1516",-77.453628,169.235497
"99",46907,-0.0759249864454458,"1718",-77.452925,169.235971
"100",46984,-0.0593671408625802,"1516",-77.455532,169.239728
"101",47010,0.105930407266304,"1415",-77.452078,169.230258
"102",47062,0.168077174235881,"1617",-77.454559,169.23807
"103",47092,-0.0154309308218818,"1617",-77.452404,169.234344
"104",47096,-0.124847089108521,"1415",-77.452014,169.231082
"105",47226,-0.015554506799818,"1718",-77.453342,169.229258
"106",47367,-0.0921675884816991,"1718",-77.4526,169.231892
"107",47515,0.177130383426309,"1718",-77.453213,169.234569
"108",47594,0.306540223759476,"1617",-77.453091,169.23444
"109",47616,0.0368682539064294,"1415",-77.453733,169.229609
"110",47679,0.147972734007582,"1617",-77.454788,169.236757
"111",47764,0.195183550474187,"1718",-77.453723,169.229094
"112",47842,0.125726569913742,"1415",-77.458116,169.247146
"113",47867,0.0104637167596423,"1718",-77.452197,169.228194
"114",47953,0.188376846152865,"1617",-77.452352,169.227214
"115",48099,0.27466150909184,"1415",-77.452225,169.232977
"116",48188,-0.151423204937001,"1516",-77.453056,169.232048
"117",48221,-0.251972477233792,"1718",-77.45414,169.240322
"118",48255,0.0583732964463239,"1415",-77.452519,169.231307
"119",48326,-0.0145080088600251,"1718",-77.453229,169.231138
"120",48379,-0.167300026550394,"1415",-77.453354,169.234993
"121",48391,0.000727448612559479,"1718",-77.451823,169.230246
"122",48431,0.100727448612559,"1718",-77.453068,169.229963
"123",48504,0.141092609377295,"1718",-77.45192,169.23005
"124",48613,0.256684897534341,"1415",-77.453271,169.229194
"125",48643,0.0615878704505274,"1718",-77.451729,169.227466
"126",48718,0.0413243428537677,"1516",-77.453049,169.233026
"127",48783,0.326274773097534,"1516",-77.451811,169.230412
"128",48803,-0.0856692931269225,"1718",-77.453998,169.225401
"129",48840,-0.118956844854754,"1718",-77.451624,169.231491
"130",48877,-0.0731608830363873,"1617",-77.451947,169.23045
"131",48878,-0.0731608830363873,"1617",-77.452299,169.22959
"132",48882,-0.158030187296864,"1516",-77.453575,169.228018
"133",48883,-0.206935115594193,"1718",-77.454567,169.236106
"134",48930,-0.0497846721799663,"1718",-77.454488,169.235598
"135",48970,0.264552567728417,"1415",-77.453094,169.227854
"136",48978,0.0888309617608958,"1718",-77.452402,169.227626
"137",49012,0.129091861116235,"1718",-77.45302,169.232338
"138",49021,0.196994793895948,"1516",-77.451173,169.22894
"139",49030,-0.0650451085691009,"1415",-77.45287,169.236377
"140",49113,-0.113747006845435,"1415",-77.453015,169.231409
"141",49184,0.0487228204904049,"1415",-77.453343,169.228435
"142",49188,0.463087194745429,"1415",-77.459598,169.230072
"143",49229,-0.000250816244575294,"1718",-77.4523,169.224317
"144",49234,-0.0731608830363873,"1617",-77.453073,169.230375
"145",49268,-0.245726017512855,"1516",-77.452161,169.227253
"146",49279,-0.0267487569342476,"1516",-77.45302,169.236079
"147",49330,-0.0179125116772226,"1718",-77.456224,169.225865
"148",49336,0.141959908389074,"1415",-77.453673,169.229231
"149",49347,-0.112072970954167,"1516",-77.453273,169.229659
"150",49389,0.139225044655986,"1617",-77.45269,169.229689
"151",49415,0.129816189810296,"1617",-77.452841,169.234761
"152",49420,-0.082997177566236,"1617",-77.453001,169.231814
"153",49455,-0.0578886861780579,"1718",-77.454645,169.236741
"154",49468,0.423450372838947,"1415",-77.45911,169.23271
"155",49494,-0.152755948405248,"1617",-77.453075,169.235953
"156",49528,0.142111313821942,"1718",-77.453172,169.232052
"157",49575,0.189504383041708,"1516",-77.452955,169.231415
"158",49631,0.284302618663121,"1516",-77.455547,169.241048
"159",49632,0.0263599466988957,"1415",-77.454295,169.241076
"160",49646,-0.0110460545755381,"1415",-77.453524,169.236199
"161",49670,-0.175731374514798,"1617",-77.453117,169.23297
"162",49768,-0.300115532621095,"1617",-77.453389,169.239106
"163",49779,-0.0369466260404823,"1718",-77.452605,169.235477
"164",49818,-0.0398457191954587,"1617",-77.45291,169.236288
"165",49826,-0.112072970954167,"1516",-77.453541,169.235112
"166",49842,-0.20578461281757,"1718",-77.452622,169.23198
"167",49865,0.118317197870829,"1617",-77.452629,169.235613
"168",49869,0.117617667364197,"1718",-77.453095,169.234348
"169",49877,0.284801127619632,"1415",-77.452948,169.232762
"170",49898,0.282579799539969,"1516",-77.452997,169.236436
"171",49943,-0.182119487008726,"1415",-77.452563,169.235566
"172",49945,-0.145430370573737,"1516",-77.453007,169.236443
"173",49954,0.310464763248749,"1415",-77.454213,169.241008
"174",49972,-0.075274472579732,"1415",-77.452892,169.236594
"175",49984,-0.214481113875247,"1617",-77.455591,169.238058
"176",49990,0.0236156466724971,"1718",-77.451764,169.228803
"177",49995,-0.0638785817246473,"1415",-77.453053,169.233901
"178",50000,-0.0429355637009305,"1617",-77.452013,169.232095
"179",50005,-0.198290705623741,"1516",-77.451892,169.225952
"180",50022,0.118134460952965,"1415",-77.452652,169.229376
"181",50028,0.0930234327468951,"1516",-77.453976,169.239184
"182",50029,-0.0814347804298734,"1617",-77.453453,169.237993
"183",50030,0.117617667364197,"1718",-77.452807,169.230686
"184",50034,0.0722103449485516,"1617",-77.453246,169.236683
"185",50054,0.310464763248749,"1415",-77.453035,169.234152
"186",50100,-0.00112098982227726,"1617",-77.453319,169.22987
"187",50115,0.115785558500366,"1516",-77.449688,169.22869
"188",50131,0.21917253928141,"1516",-77.453062,169.234942
"189",50171,0.00650655625308544,"1718",-77.452956,169.233571
"190",50197,-0.0642420335191243,"1718",-77.452019,169.224103
"191",50198,0.212816182359246,"1516",-77.453372,169.235121
"192",50223,-0.0374403108592186,"1617",-77.453037,169.23465
"193",50229,-0.087308416130274,"1718",-77.452715,169.23123
"194",50236,0.171063401859414,"1415",-77.452945,169.233511
"195",50259,0.213618422417776,"1617",-77.450644,169.224283
"196",50292,-0.0351860741590271,"1718",-77.454502,169.230776
"197",50328,-0.0185428136114642,"1415",-77.453098,169.23272
"198",50332,-0.326274976333275,"1718",-77.452827,169.233337
"199",50346,0.0442005174322132,"1415",-77.452898,169.23344
"200",50352,0.119322207109921,"1415",-77.457921,169.244391
"201",50395,0.117617667364197,"1718",-77.452615,169.229558
"202",50399,-0.0326353860443,"1617",-77.453066,169.232091
"203",50406,0.088891726770736,"1617",-77.453202,169.219071
"204",50412,0.0613286868710268,"1415",-77.451535,169.226247
"205",50416,0.228728778475308,"1718",-77.453074,169.229616
"206",50448,-0.13663192951749,"1718",-77.452918,169.223465
"207",50494,-0.00680185810257787,"1718",-77.454592,169.229811
"208",50529,0.0606850397324318,"1617",-77.451713,169.227927
"209",50538,0.0875596891407814,"1617",-77.453497,169.22006
"210",50562,-0.141040133940407,"1617",-77.452752,169.231279
"211",50577,-0.167627732663815,"1718",-77.451906,169.222582
"212",50607,0.143798096582083,"1415",-77.453789,169.239531
"213",50625,0.0236156466724971,"1718",-77.453017,169.23086
"214",50696,0.243317197870829,"1617",-77.451943,169.230308
"215",50707,-0.184988205112008,"1516",-77.452593,169.234705
"216",50723,0.130791236034194,"1617",-77.456054,169.223876
"217",50761,0.339839889586419,"1718",-77.452758,169.230224
"218",50774,-0.0155637917291968,"1617",-77.452732,169.232911
"219",50799,0.0442005174322132,"1415",-77.452255,169.235277
"220",50842,-0.194808159585502,"1617",-77.452996,169.231354
"221",50898,-0.256512351620764,"1617",-77.451655,169.231351
"222",50899,0.134090213559976,"1415",-77.45439,169.240696
"223",50903,0.0514487098189444,"1718",-77.452627,169.234806
"224",50914,0.250639021512392,"1718",-77.452361,169.235375
"225",50931,-0.127275538119043,"1718",-77.453112,169.234267
"226",50936,0.0124266851972896,"1718",-77.452288,169.235107
"227",50945,0.0714736297300544,"1718",-77.452183,169.23338
"228",50976,0.191303673155198,"1718",-77.453011,169.236318
"229",50978,0.237484298844014,"1415",-77.455719,169.242316
"230",50981,0.00331500976970251,"1617",-77.45171,169.230982
"231",50990,-0.146894660627535,"1617",-77.453656,169.237959
"232",50992,0.426630304469232,"1617",-77.45277,169.234229
"233",50995,0.207983411738264,"1718",-77.452916,169.235643
"234",50998,-0.133408603187418,"1718",-77.452875,169.236481
"235",50999,0.0455083351340155,"1516",-77.457623,169.241192
"236",51001,0.0160011149238046,"1617",-77.453062,169.236179
"237",51052,-0.0275566792978798,"1617",-77.45293,169.233134
"238",51053,-0.0371677797832676,"1718",-77.452651,169.23603
"239",51055,0.207983411738264,"1718",-77.45252,169.232101
"240",51061,0.144678656399149,"1516",-77.452219,169.233491
"241",51069,0.190028200663398,"1617",-77.453012,169.23382
"242",51089,0.209882281447823,"1617",-77.453586,169.237673
"243",51144,0.0362418359081851,"1617",-77.452429,169.236056
"244",51165,-0.0288812857006591,"1516",-77.45412,169.239426
"245",51182,-0.123741764489119,"1516",-77.453151,169.23233
"246",51191,-0.170787631675756,"1415",-77.453038,169.229639
"247",51213,0.220185775849779,"1718",-77.452969,169.231452
"248",51218,0.319506837725177,"1415",-77.452765,169.231458
"249",51234,0.162233906975281,"1617",-77.4531,169.229876
"250",51242,-0.149965415671752,"1718",-77.45288,169.231416
"251",51316,0.122347916030349,"1718",-77.456403,169.237461
"252",51326,0.0103905387146483,"1617",-77.453756,169.228563
"253",51348,-0.146894660627535,"1617",-77.452723,169.229952
"254",51373,-0.0284106975483624,"1718",-77.461547,169.285455
"255",51416,-0.0702905088624989,"1617",-77.453582,169.22925
"256",51481,0.183463628495336,"1516",-77.45299,169.227361
"257",51491,0.127268933043802,"1718",-77.45259,169.229321
"258",51495,0.0586210750100549,"1617",-77.45266,169.234076
"259",51548,0.4504626415244,"1718",-77.460573,169.228451
"260",51583,0.404195995177007,"1415",-77.452512,169.232221
"261",51593,-0.0275566792978798,"1617",-77.452636,169.234134
"262",51596,0.360474791681616,"1718",-77.451372,169.226023
"263",51598,0.212832220216732,"1718",-77.45276,169.232939
"264",62004,-0.170787631675756,"1415",-77.454,169.237505
"265",62018,0.315016505558228,"1617",-77.452358,169.229814
"266",62026,-0.142991918577561,"1415",-77.452942,169.23152
"267",62029,0.352739424304965,"1617",-77.452342,169.235529
"268",62043,0.264673652897966,"1617",-77.452626,169.234212
"269",62061,0.167413553185795,"1516",-77.452549,169.234569
"270",62088,0.160948475214503,"1516",-77.4525,169.235043
"271",62089,-0.0925653738739719,"1718",-77.457615,169.247719
"272",62092,-0.154491664865984,"1516",-77.453364,169.237597
"273",62103,-0.0275566792978798,"1617",-77.452574,169.234996
"274",62106,-0.0776548231325428,"1617",-77.452317,169.233256
"275",62113,-0.0298142241502209,"1718",-77.452373,169.23465
"276",62116,0.0406584236780232,"1718",-77.45228,169.23311
"277",62117,-0.00840860318741807,"1718",-77.452865,169.232532
"278",62126,0.100976588591308,"1415",-77.453915,169.224857
"279",62146,0.115300463559263,"1617",-77.452489,169.234228
"280",62153,0.191303673155198,"1718",-77.45444,169.241751
"281",62155,-0.204912664536116,"1617",-77.452321,169.234391
"282",62157,0.191735559015106,"1516",-77.452358,169.227692
"283",62165,0.0586210750100549,"1617",-77.451862,169.233072
"284",62174,-0.122974809083124,"1415",-77.452397,169.23525
"285",62184,-0.16422019666127,"1718",-77.452481,169.235904
"286",62189,-0.0967800691982722,"1718",-77.454728,169.244982
"287",62194,0.161918830993501,"1415",-77.454392,169.235254
"288",62204,-0.1135549230132,"1617",-77.452644,169.236054
"289",62212,-0.139248640423577,"1718",-77.452375,169.234179
"290",62220,0.00333386159732722,"1718",-77.45247,169.234127
"291",62295,0.125140759148261,"1516",-77.450803,169.229127
"292",62327,-0.0247079547179463,"1718",-77.452993,169.232435
"293",62335,0.0651108162904742,"1718",-77.452592,169.233486
"294",62339,0.361839701547239,"1617",-77.455677,169.222908
"295",62348,0.0651108162904742,"1718",-77.452285,169.232546
"296",62390,-0.101826620486188,"1415",-77.452495,169.234866
"297",69238,0.26097869717311,"1415",-77.452356,169.226565
"298",69244,0.0722399604839764,"1617",-77.453025,169.230353
"299",69247,-0.0723546361602238,"1415",-77.452674,169.22934
"300",69258,0.154737976586029,"1718",-77.453077,169.229378
"301",69273,-0.10158821442866,"1415",-77.452221,169.228667
"302",69286,-0.0818513972142517,"1718",-77.452845,169.230218
"303",69287,0.111155735688448,"1718",-77.453228,169.231421
"304",69298,-0.0981625888340916,"1516",-77.452685,169.228926
"305",69359,-0.158218086768652,"1718",-77.454986,169.231539
"306",69361,-0.103443451345511,"1415",-77.452929,169.224644
"307",69374,0.0993236389862964,"1617",-77.453181,169.23672
"308",69380,-0.127760039516024,"1617",-77.452901,169.231433
"309",69406,0.150015411569248,"1617",-77.45447,169.236137
"310",69448,0.0722399604839764,"1617",-77.452624,169.229696
"311",69482,0.0559612021398991,"1617",-77.452843,169.231459
"312",69515,-0.0723546361602238,"1415",-77.454557,169.240022
"313",69524,-0.11255959093585,"1617",-77.452791,169.231529
"314",69529,-0.100676361013704,"1617",-77.452978,169.233224
"315",69545,0.0559612021398991,"1617",-77.452734,169.23221
"316",69550,-0.077814140903995,"1516",-77.452865,169.232634
"317",69555,0.135625512806353,"1718",-77.452131,169.231397
"318",69585,0.0230870816679323,"1718",-77.456623,169.240998
"319",69609,-0.15242885614491,"1617",-77.453153,169.232081
"320",69644,0.351254816309146,"1516",-77.452604,169.236093
"321",69665,-0.077814140903995,"1516",-77.453048,169.232642
"322",69692,0.0331886261242546,"1718",-77.453031,169.225156
"323",69714,-0.077814140903995,"1516",-77.453061,169.233718
"324",69757,-0.14641418906375,"1617",-77.453076,169.233747
"325",69760,0.26097869717311,"1415",-77.452593,169.234309
"326",69763,0.158273419851681,"1617",-77.455237,169.246348
"327",69766,0.150753675736373,"1718",-77.450719,169.221707
"328",69773,0.379912227464581,"1516",-77.453005,169.234095
"329",69785,0.0993236389862964,"1617",-77.453178,169.230503
"330",69811,-0.120087772535419,"1516",-77.453033,169.233262
"331",69828,-0.0625026462155591,"1718",-77.45271,169.233733
"332",69838,-0.100676361013704,"1617",-77.452555,169.234432
"333",69847,0.0105120791628341,"1718",-77.45305,169.23243
"334",69857,-0.0307694183340612,"1718",-77.453095,169.233899
"335",69871,0.26097869717311,"1415",-77.453128,169.232799
"336",69876,-0.0119286900806374,"1718",-77.452868,169.233374
"337",69892,-0.077814140903995,"1516",-77.453096,169.237865
"338",69893,-0.0981625888340916,"1516",-77.453181,169.234449
"339",69898,-0.127760039516024,"1617",-77.45304,169.235419
"340",69913,0.150015411569248,"1617",-77.452435,169.235136
"341",69925,-0.0419452990248207,"1718",-77.453093,169.234998
"342",69928,0.111155735688448,"1718",-77.452557,169.235323
"343",69936,0.207831861849665,"1718",-77.453671,169.229142
"344",69959,0.107510007763967,"1718",-77.452681,169.234069
"345",69982,-0.14641418906375,"1617",-77.452947,169.236447
"346",70000,-0.0835931826019793,"1516",-77.455101,169.238303
"347",70054,0.129912227464581,"1516",-77.452887,169.230383
"348",70059,-0.0723546361602238,"1415",-77.452762,169.235065
"349",70080,-0.161578944821163,"1617",-77.455179,169.241367
"350",70147,-0.0875929883920785,"1718",-77.455434,169.24214
"351",70164,0.24757114385509,"1617",-77.452899,169.233521
"352",70189,0.101254816309146,"1516",-77.453295,169.237371
"353",70213,0.237414377151796,"1617",-77.452829,169.236055
"354",70220,-0.0606230673578713,"1516",-77.452565,169.229347
"355",70228,-0.000521920094892275,"1718",-77.452851,169.235788
"356",70235,0.01186451910924,"1718",-77.453117,169.234767
"357",70256,0.177662808418876,"1718",-77.451777,169.226369
"358",70262,0.0135777680581909,"1718",-77.454461,169.241928
"359",70269,0.0689778276146344,"1718",-77.452906,169.235724
"360",70303,0.0964987371073501,"1718",-77.452617,169.235475
"361",70306,0.00264105237530705,"1718",-77.45298,169.234913
"362",70313,0.0689778276146344,"1718",-77.453434,169.2378
"363",70333,-0.017184651979483,"1718",-77.453145,169.234282
"364",70344,-0.0703816958586927,"1516",-77.452533,169.236636
"365",70349,-0.131022172385366,"1718",-77.452926,169.236169
"366",70354,0.0689778276146344,"1718",-77.452841,169.231319
"367",70374,0.0346404513740832,"1718",-77.452916,169.234166
"368",70391,-0.0606230673578713,"1516",-77.454347,169.23938
"369",70399,0.177662808418876,"1718",-77.455533,169.220862
"370",70437,0.177662808418876,"1718",-77.454061,169.234323
"371",70439,0.202641052375307,"1718",-77.45208,169.22701
"372",70447,0.0346404513740832,"1718",-77.453305,169.239585
"373",70449,0.16778433027479,"1617",-77.451752,169.23059
"374",70456,-0.0606230673578713,"1516",-77.452377,169.234612
"375",70482,-0.131022172385366,"1718",-77.453078,169.234284
"376",70489,0.281806266858435,"1718",-77.456156,169.247112
"377",70500,0.0346404513740832,"1718",-77.452979,169.234582
"378",70512,-0.196422983193339,"1718",-77.45259,169.234347
"379",70529,0.199478079905108,"1718",-77.453253,169.23135
"380",70537,-0.0959189561815378,"1617",-77.449971,169.226817
"381",70544,0.0346404513740832,"1718",-77.452906,169.232403
"382",70545,0.182815348020517,"1718",-77.452015,169.231368
"383",70551,0.0689778276146344,"1718",-77.453048,169.2341
"384",70568,-0.0822156697252105,"1617",-77.453028,169.233468
"385",70593,0.177662808418876,"1718",-77.453362,169.238192
"386",70594,-0.0606230673578713,"1516",-77.454374,169.235474
"387",70600,0.0346404513740832,"1718",-77.453092,169.234145
"388",70622,-0.0822156697252105,"1617",-77.452814,169.233223
"389",70662,0.272710265975462,"1516",-77.45299,169.233189
"390",70670,0.202641052375307,"1718",-77.453021,169.233627
"391",70684,0.01186451910924,"1718",-77.453345,169.23933
"392",70685,-0.165359548625917,"1718",-77.452941,169.236171
"393",70708,0.364532284500248,"1617",-77.452523,169.233862
"394",70712,0.114532284500248,"1617",-77.454107,169.237648
"395",70723,-0.165359548625917,"1718",-77.453138,169.231795
"396",70732,0.0964987371073501,"1718",-77.451951,169.232741
"397",70744,0.237414377151796,"1617",-77.452957,169.233151
"398",70757,-0.196422983193339,"1718",-77.452282,169.232228
"399",70766,-0.131022172385366,"1718",-77.453019,169.23287
"400",70770,0.0964987371073501,"1718",-77.453006,169.233032
"401",70796,0.443016634906963,"1415",-77.453084,169.233074
"402",70807,0.16778433027479,"1617",-77.452985,169.234779
"403",70814,-0.0822156697252105,"1617",-77.453019,169.231186
"404",70816,0.0957229956854968,"1718",-77.452608,169.233435
"405",70821,-0.165359548625917,"1718",-77.455287,169.233106
"406",70862,-0.15350126289265,"1718",-77.452844,169.233192
"407",70863,0.199454490043724,"1617",-77.453106,169.234752
"408",70880,0.0423906640208698,"1718",-77.452486,169.236051
"409",70888,0.16778433027479,"1617",-77.45272,169.233172
"410",70892,0.0215165454265952,"1718",-77.452288,169.234769
"411",70908,0.0535770168066611,"1718",-77.453047,169.232381
"412",70914,0.0346404513740832,"1718",-77.452277,169.232001
"413",70940,0.16778433027479,"1617",-77.452663,169.233757
"414",70959,-0.0606230673578713,"1516",-77.4531,169.233858
"415",70994,0.0346404513740832,"1718",-77.454108,169.238226
"416",70996,0.21186451910924,"1718",-77.453324,169.235051
"417",71024,-0.165359548625917,"1718",-77.452367,169.234477
"418",71030,0.190254613171175,"1718",-77.452947,169.234782
"419",71050,0.0330458788440115,"1718",-77.456027,169.229454
"420",71053,-0.0822156697252105,"1617",-77.453038,169.233616
"421",71058,-0.0822156697252105,"1617",-77.452846,169.235668
"422",71091,-0.165359548625917,"1718",-77.45316,169.234685
"423",71103,0.272710265975462,"1516",-77.452271,169.235151
"424",71126,0.12383136593857,"1617",-77.45289,169.2357
"425",71145,0.0689778276146344,"1718",-77.453445,169.23796
"426",71161,0.139314414943736,"1617",-77.453024,169.236451
"427",71164,0.190254613171175,"1718",-77.454072,169.236206
"428",71190,-0.0822156697252105,"1617",-77.454936,169.241749
"429",71203,0.265091659201599,"1617",-77.452839,169.234658
"430",71220,-0.116116136256785,"1718",-77.453175,169.232446
"431",71246,-0.0682416741317341,"1617",-77.452829,169.230922
"432",71278,-0.0682416741317341,"1617",-77.45269,169.234479
"433",71280,-0.116116136256785,"1718",-77.452466,169.235745
"434",71310,0.142286550142317,"1718",-77.452541,169.234685
"435",71322,-0.0682416741317341,"1617",-77.453291,169.237153
"436",71332,0.265091659201599,"1617",-77.45227,169.232875
"437",71346,0.133883863743215,"1718",-77.452368,169.235255
"438",71362,0.142286550142317,"1718",-77.452057,169.231126
"439",71373,0.344281653482748,"1718",-77.452526,169.235533
"440",71387,-0.116116136256785,"1718",-77.451668,169.231844
"441",71404,0.47561988347565,"1718",-77.453154,169.231104
"442",71424,0.344281653482748,"1718",-77.452815,169.236635
"443",71426,-0.0984162761626141,"1617",-77.453064,169.234164
"444",71438,-0.116116136256785,"1718",-77.452885,169.23527
"445",71439,0.0942816534827477,"1718",-77.452916,169.234237
"446",71462,0.0716507019595877,"1718",-77.452975,169.233985
"447",71472,0.234917057170719,"1617",-77.452354,169.234412
"448",71475,-0.0682416741317341,"1617",-77.452753,169.234628
"449",71477,0.195089497156273,"1718",-77.453057,169.233491
"450",71479,0.0942816534827477,"1718",-77.452622,169.234381
"451",71484,-0.116116136256785,"1718",-77.451607,169.231831
"452",71497,0.195089497156273,"1718",-77.45336,169.237745
"453",71511,-0.0682416741317341,"1617",-77.452831,169.235812
"454",71525,0.194269622723307,"1718",-77.461832,169.289192
"455",71528,-0.191046783191016,"1718",-77.453017,169.237561
"456",71556,0.0490177486281859,"1718",-77.452011,169.232492
"457",71562,0.142286550142317,"1718",-77.452057,169.230985
"458",71569,0.344281653482748,"1718",-77.462356,169.224333
"459",71587,0.265091659201599,"1617",-77.452569,169.235755
"460",71595,-0.0682416741317341,"1617",-77.454199,169.239019
"461",71600,0.0942816534827477,"1718",-77.452633,169.233409
"462",71608,-0.0682416741317341,"1617",-77.453045,169.236472
"463",71611,-0.0682416741317341,"1617",-77.452472,169.236424
"464",71621,-0.0682416741317341,"1617",-77.452564,169.234036
"465",71632,0.0716507019595877,"1718",-77.452823,169.234729
"466",71652,-0.0682416741317341,"1617",-77.452643,169.23433
"467",71689,0.265091659201599,"1617",-77.452573,169.233746
